BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr12	8375000	8380000	chr12	8715000	8720000	0.01129814452090255	4.222425314473262
chr12	8370000	8375000	chr12	8820000	8825000	0.08675063011536756	3.2
chr12	8370000	8375000	chr12	9070000	9075000	0.04902574957295778	3.6758347359905126
chr12	8375000	8380000	chr12	8595000	8600000	2.0917390723639397e-05	2.111212657236631
chr12	8730000	8735000	chr12	9075000	9080000	0.021991025756453914	2.599207668339954
chr12	8765000	8770000	chr12	9055000	9060000	0.03397485992969398	2.599207668339954
chr12	8805000	8810000	chr12	9060000	9065000	9.1751519949268e-05	4.222425314473262
chr12	8815000	8820000	chr12	9475000	9480000	0.08088025462796533	2.599207668339954
chr12	8830000	8835000	chr12	8920000	8925000	0.0063154129065771504	4.222425314473262
chr12	8820000	8825000	chr12	9625000	9630000	0.017697257958301245	2.111212657236631
chr12	8940000	8945000	chr12	9050000	9055000	0.0023987596259505087	2.111212657236631
chr12	9095000	9100000	chr12	9625000	9630000	1.090763067379541e-05	2.111212657236631
chr12	9100000	9105000	chr12	9215000	9220000	0.07308681342750942	2.111212657236631
chr12	9100000	9105000	chr12	9470000	9475000	6.59043586555984e-05	2.111212657236631
chr12	9215000	9220000	chr12	9465000	9470000	0.07616393185916022	2.111212657236631
chr12	9215000	9220000	chr12	9615000	9620000	0.03397485992969398	2.111212657236631
chr12	9475000	9480000	chr12	9625000	9630000	3.3000269183958153e-12	2.111212657236631
chr12	17505000	17510000	chr12	18145000	18150000	0.0661744894713246	2.111212657236631
chr12	17510000	17515000	chr12	18180000	18185000	0.03922792644332489	2.111212657236631
chr12	17610000	17615000	chr12	18055000	18060000	0.06525463738384743	3.6758347359905126
chr12	17605000	17610000	chr12	18105000	18110000	0.07224121451705093	2.111212657236631
chr12	17895000	17900000	chr12	18160000	18165000	0.06220078505960976	2.111212657236631
chr12	17895000	17900000	chr12	18185000	18190000	0.015892029589862192	3.6758347359905126
chr12	17900000	17905000	chr12	18100000	18105000	5.827009839962526e-05	2.111212657236631
chr12	17910000	17915000	chr12	18050000	18055000	0.006371410704548834	3.6758347359905126
chr12	17930000	17935000	chr12	18565000	18570000	0.028085649956115795	1.8379173679952563
chr12	18270000	18275000	chr12	19210000	19215000	0.00023771641764286364	2.111212657236631
chr12	18285000	18290000	chr12	18345000	18350000	0.04243801341517484	2.599207668339954
chr12	18280000	18285000	chr12	19160000	19165000	0.0053425301340636645	2.111212657236631
chr12	18365000	18370000	chr12	19200000	19205000	0.03728105443522733	2.111212657236631
chr12	18365000	18370000	chr12	19170000	19175000	0.08523040148616742	2.111212657236631
chr12	18395000	18400000	chr12	18555000	18560000	0.05825087461964273	2.599207668339954
chr12	18395000	18400000	chr12	18615000	18620000	0.027991227735745368	2.599207668339954
chr12	18415000	18420000	chr12	19155000	19160000	0.07038343523483011	2.111212657236631
chr12	18565000	18570000	chr12	18610000	18615000	0.0005457598761387198	2.111212657236631
chr12	19230000	19235000	chr12	19920000	19925000	0.01573647594603743	2.599207668339954
chr12	19250000	19255000	chr12	19800000	19805000	0.009252655533390804	2.111212657236631
chr12	19800000	19805000	chr12	19970000	19975000	0.08656220826106997	3.2
chr12	20335000	20340000	chr12	20705000	20710000	0.057088869957979356	2.599207668339954
chr12	20340000	20345000	chr12	20920000	20925000	0.02966653801443871	3.2
chr12	20720000	20725000	chr12	20915000	20920000	0.004289213231419737	3.6758347359905126
chr12	20785000	20790000	chr12	20910000	20915000	0.0029330472134700488	3.2
chr12	20835000	20840000	chr12	20940000	20945000	0.028428558047212362	2.111212657236631
chr12	20980000	20985000	chr12	21325000	21330000	0.0012003042451496865	2.111212657236631
chr12	20980000	20985000	chr12	21370000	21375000	0.014063907846382118	2.599207668339954
chr12	20980000	20985000	chr12	21410000	21415000	0.0664832905491858	3.2
chr12	20985000	20990000	chr12	21105000	21110000	0.09964376119437335	3.6758347359905126
chr12	21130000	21135000	chr12	21660000	21665000	0.0008900026899735601	2.599207668339954
chr12	21125000	21130000	chr12	21320000	21325000	0.0009575898393063874	2.111212657236631
chr12	21125000	21130000	chr12	21365000	21370000	0.008240153493516977	2.111212657236631
chr12	21125000	21130000	chr12	21400000	21405000	0.08384471815132205	2.111212657236631
chr12	21160000	21165000	chr12	21315000	21320000	0.029697244688909094	2.111212657236631
chr12	21365000	21370000	chr12	21665000	21670000	0.004800590838611915	2.111212657236631
chr12	21395000	21400000	chr12	21665000	21670000	0.017326848116194504	2.111212657236631
chr12	21575000	21580000	chr12	21660000	21665000	0.0029330472134700488	2.111212657236631
chr12	24515000	24520000	chr12	24650000	24655000	1.2656477809381582e-07	2.111212657236631
chr12	24515000	24520000	chr12	24745000	24750000	0.0002752646154077887	2.111212657236631
chr12	24515000	24520000	chr12	25000000	25005000	0.008427003407502706	2.111212657236631
chr12	24650000	24655000	chr12	24745000	24750000	2.6114144875246495e-06	2.111212657236631
chr12	24650000	24655000	chr12	25000000	25005000	0.08482724576587981	2.111212657236631
chr12	24725000	24730000	chr12	25000000	25005000	0.0006644224779843228	2.111212657236631
chr12	24765000	24770000	chr12	25115000	25120000	0.07531036757793957	3.2
chr12	24765000	24770000	chr12	24880000	24885000	0.009854306056715284	2.111212657236631
chr12	24765000	24770000	chr12	25000000	25005000	1.0639649795057455e-05	2.599207668339954
chr12	24770000	24775000	chr12	25045000	25050000	0.06770683187607125	3.6758347359905126
chr12	25075000	25080000	chr12	25135000	25140000	0.05100217429832674	2.111212657236631
chr12	25075000	25080000	chr12	25465000	25470000	0.014954171763348166	2.599207668339954
chr12	25135000	25140000	chr12	25555000	25560000	0.09201877940621739	2.111212657236631
chr12	25135000	25140000	chr12	25740000	25745000	0.0892211354901355	3.2
chr12	25140000	25145000	chr12	25880000	25885000	0.022529302711656887	2.111212657236631
chr12	25135000	25140000	chr12	25910000	25915000	0.012576852486273347	2.111212657236631
chr12	25135000	25140000	chr12	25940000	25945000	0.017571530695942094	2.111212657236631
chr12	25140000	25145000	chr12	25315000	25320000	0.016346100315782375	2.111212657236631
chr12	25140000	25145000	chr12	25465000	25470000	8.617294606410348e-06	2.111212657236631
chr12	25140000	25145000	chr12	25525000	25530000	0.02975246119684532	2.111212657236631
chr12	25145000	25150000	chr12	25195000	25200000	0.08878344203547293	2.111212657236631
chr12	8690000	8695000	chr12	10440000	10445000	0.00660660385573093	2.111212657236631
chr12	8725000	8730000	chr12	10440000	10445000	0.05698504820651657	2.111212657236631
chr12	8810000	8815000	chr12	10635000	10640000	0.05196503147373924	2.111212657236631
chr12	8820000	8825000	chr12	10440000	10445000	0.030716844094034152	2.111212657236631
chr12	9085000	9090000	chr12	10440000	10445000	0.04159122297521304	2.111212657236631
chr12	9100000	9105000	chr12	10270000	10275000	0.006273952454095547	2.111212657236631
chr12	9100000	9105000	chr12	10315000	10320000	0.08583184271960605	2.111212657236631
chr12	9100000	9105000	chr12	10485000	10490000	1.734155465060727e-05	2.111212657236631
chr12	9100000	9105000	chr12	10585000	10590000	2.236899030820065e-06	2.111212657236631
chr12	9100000	9105000	chr12	10635000	10640000	6.394558932365513e-07	2.111212657236631
chr12	9130000	9135000	chr12	10945000	10950000	0.021576837724178122	2.111212657236631
chr12	9215000	9220000	chr12	10270000	10275000	0.0463630020846199	2.111212657236631
chr12	9215000	9220000	chr12	10485000	10490000	0.002699397052752806	2.111212657236631
chr12	9215000	9220000	chr12	10585000	10590000	0.0076488666740020415	2.111212657236631
chr12	9215000	9220000	chr12	10635000	10640000	0.003385025448807514	2.111212657236631
chr12	9290000	9295000	chr12	10585000	10590000	0.07542420557010068	2.599207668339954
chr12	9295000	9300000	chr12	10485000	10490000	0.0668891193584701	2.111212657236631
chr12	9470000	9475000	chr12	11200000	11205000	0.00038055102926228186	2.599207668339954
chr12	9480000	9485000	chr12	10485000	10490000	0.021320952980248765	2.599207668339954
chr12	9480000	9485000	chr12	10635000	10640000	0.0888988079331042	2.111212657236631
chr12	9620000	9625000	chr12	10270000	10275000	0.0001569869718393013	2.111212657236631
chr12	9620000	9625000	chr12	10485000	10490000	1.4983879949997947e-06	2.111212657236631
chr12	9620000	9625000	chr12	10585000	10590000	4.561137507003795e-05	2.111212657236631
chr12	9620000	9625000	chr12	10635000	10640000	6.619808207364297e-05	2.111212657236631
chr12	9625000	9630000	chr12	10440000	10445000	0.008315477700130242	2.111212657236631
chr12	9625000	9630000	chr12	11200000	11205000	0.0003452022538759632	2.111212657236631
chr12	9630000	9635000	chr12	11240000	11245000	0.0626959123683029	2.111212657236631
chr12	10615000	10620000	chr12	11230000	11235000	0.09922665088504812	1.8379173679952563
chr12	10645000	10650000	chr12	11225000	11230000	2.76998590731381e-09	2.111212657236631
chr12	10645000	10650000	chr12	11285000	11290000	0.0888988079331042	3.2
chr12	10645000	10650000	chr12	11385000	11390000	0.0009864183114750686	2.111212657236631
chr12	10645000	10650000	chr12	12365000	12370000	0.05605112505976783	2.111212657236631
chr12	10655000	10660000	chr12	10845000	10850000	0.016813826375064723	3.2
chr12	10675000	10680000	chr12	12035000	12040000	0.07283116974405576	2.599207668339954
chr12	10675000	10680000	chr12	12145000	12150000	0.09136632923935611	2.111212657236631
chr12	10680000	10685000	chr12	11225000	11230000	0.043678439117655045	2.111212657236631
chr12	10720000	10725000	chr12	11220000	11225000	0.07239778718946664	3.6758347359905126
chr12	10725000	10730000	chr12	11940000	11945000	0.04502225971690341	2.111212657236631
chr12	10785000	10790000	chr12	11225000	11230000	0.008721367712775563	3.2
chr12	10855000	10860000	chr12	11225000	11230000	1.1522587051171485e-08	2.111212657236631
chr12	10855000	10860000	chr12	11130000	11135000	0.07538472735307186	2.111212657236631
chr12	10910000	10915000	chr12	11225000	11230000	2.3553273779132045e-05	2.599207668339954
chr12	10945000	10950000	chr12	11225000	11230000	0.00578229287617177	2.111212657236631
chr12	11005000	11010000	chr12	11220000	11225000	0.0024700121684520515	3.2
chr12	11090000	11095000	chr12	11195000	11200000	0.021576837724178122	2.111212657236631
chr12	11245000	11250000	chr12	11380000	11385000	0.007564417018355771	3.2
chr12	11245000	11250000	chr12	11485000	11490000	0.019899182646343782	2.111212657236631
chr12	11245000	11250000	chr12	12195000	12200000	0.05201818519860126	2.111212657236631
chr12	11245000	11250000	chr12	12365000	12370000	0.0009332822969895792	2.111212657236631
chr12	11250000	11255000	chr12	11315000	11320000	0.0013484729053331312	3.2
chr12	11295000	11300000	chr12	11355000	11360000	0.0095804351491303	3.6758347359905126
chr12	11315000	11320000	chr12	12845000	12850000	0.0750322177927842	2.111212657236631
chr12	11345000	11350000	chr12	13280000	13285000	2.7520655060397914e-08	3.6758347359905126
chr12	11365000	11370000	chr12	12365000	12370000	0.008194403510528773	2.111212657236631
chr12	11400000	11405000	chr12	12365000	12370000	0.00012323711408204316	2.111212657236631
chr12	11400000	11405000	chr12	11655000	11660000	0.005344626732069979	2.111212657236631
chr12	11400000	11405000	chr12	12195000	12200000	6.47610495036672e-06	2.111212657236631
chr12	11450000	11455000	chr12	13195000	13200000	0.09922665088504812	2.111212657236631
chr12	12225000	12230000	chr12	12360000	12365000	4.115034979434995e-09	2.111212657236631
chr12	12225000	12230000	chr12	13260000	13265000	0.07239778718946664	2.111212657236631
chr12	12375000	12380000	chr12	12445000	12450000	1.5266795425183944e-06	2.111212657236631
chr12	12375000	12380000	chr12	13260000	13265000	1.1668585305237553e-06	2.111212657236631
chr12	12465000	12470000	chr12	13260000	13265000	3.0667996731869295e-08	2.599207668339954
chr12	12470000	12475000	chr12	12660000	12665000	0.008721367712775563	2.599207668339954
chr12	12470000	12475000	chr12	12820000	12825000	0.02150298864798966	2.111212657236631
chr12	12470000	12475000	chr12	12990000	12995000	0.0004415555025126181	2.111212657236631
chr12	12470000	12475000	chr12	13055000	13060000	0.00039889915422502975	2.111212657236631
chr12	12470000	12475000	chr12	13135000	13140000	0.003385025448807514	2.111212657236631
chr12	12630000	12635000	chr12	12995000	13000000	0.04444601863901264	2.111212657236631
chr12	12665000	12670000	chr12	13260000	13265000	0.000362709508716641	2.111212657236631
chr12	12670000	12675000	chr12	12990000	12995000	4.525305690410747e-06	2.111212657236631
chr12	12670000	12675000	chr12	13055000	13060000	7.0967190569093405e-06	2.111212657236631
chr12	12825000	12830000	chr12	13260000	13265000	0.020946650851463335	2.111212657236631
chr12	12825000	12830000	chr12	13055000	13060000	0.0001569869718393013	2.111212657236631
chr12	12830000	12835000	chr12	12985000	12990000	7.51768305939926e-08	2.599207668339954
chr12	12845000	12850000	chr12	12940000	12945000	0.006003432419933943	3.6758347359905126
chr12	12930000	12935000	chr12	12975000	12980000	0.041122012655444726	2.599207668339954
chr12	12995000	13000000	chr12	13050000	13055000	0.006724219603070738	2.111212657236631
chr12	12995000	13000000	chr12	13260000	13265000	7.680313664727117e-05	2.111212657236631
chr12	13065000	13070000	chr12	13255000	13260000	0.006273952454095547	3.2
chr12	13580000	13585000	chr12	15125000	15130000	0.006724219603070738	3.2
chr12	13580000	13585000	chr12	15555000	15560000	3.053030407947162e-05	2.111212657236631
chr12	13600000	13605000	chr12	15380000	15385000	0.0888988079331042	2.111212657236631
chr12	13650000	13655000	chr12	15125000	15130000	0.0009332822969895792	2.111212657236631
chr12	13650000	13655000	chr12	15555000	15560000	0.04399523076118639	3.2
chr12	13800000	13805000	chr12	15130000	15135000	0.09889500814226519	3.2
chr12	13890000	13895000	chr12	14190000	14195000	0.042771932011967925	2.111212657236631
chr12	13890000	13895000	chr12	15125000	15130000	7.0967190569093405e-06	2.111212657236631
chr12	13890000	13895000	chr12	15550000	15555000	0.014861744557606764	3.2
chr12	13895000	13900000	chr12	15470000	15475000	0.09441538018554274	3.6758347359905126
chr12	14135000	14140000	chr12	14195000	14200000	0.02705544109684475	2.111212657236631
chr12	14900000	14905000	chr12	16570000	16575000	0.09922665088504812	2.111212657236631
chr12	15365000	15370000	chr12	15550000	15555000	0.08478506935112895	3.6758347359905126
chr12	15585000	15590000	chr12	16570000	16575000	2.3469428122036007e-06	4.222425314473262
chr12	15580000	15585000	chr12	16680000	16685000	0.0021184705545307086	2.111212657236631
chr12	15585000	15590000	chr12	16165000	16170000	0.08478506935112895	2.111212657236631
chr12	15585000	15590000	chr12	16285000	16290000	0.010644661781899035	2.599207668339954
chr12	15585000	15590000	chr12	16390000	16395000	0.004523246566473431	2.111212657236631
chr12	15585000	15590000	chr12	16435000	16440000	0.00038055102926228186	2.111212657236631
chr12	15585000	15590000	chr12	16610000	16615000	0.00808922276753938	2.111212657236631
chr12	15655000	15660000	chr12	16550000	16555000	0.04202264306735425	2.111212657236631
chr12	15860000	15865000	chr12	16060000	16065000	0.0037015277282425496	2.111212657236631
chr12	15860000	15865000	chr12	16565000	16570000	0.05214484633797585	3.6758347359905126
chr12	15860000	15865000	chr12	16635000	16640000	0.0962642325494772	2.111212657236631
chr12	15865000	15870000	chr12	16945000	16950000	0.01702548046671628	2.111212657236631
chr12	16390000	16395000	chr12	16555000	16560000	1.0268110516932691e-05	2.111212657236631
chr12	16390000	16395000	chr12	16580000	16585000	0.030830791200443998	2.111212657236631
chr12	16615000	16620000	chr12	16680000	16685000	1.4866478677729353e-07	2.111212657236631
chr12	16705000	16710000	chr12	16850000	16855000	0.08048452058624589	2.111212657236631
chr12	16705000	16710000	chr12	17055000	17060000	0.0892670761060139	2.599207668339954
chr12	16765000	16770000	chr12	16850000	16855000	2.4265278120161327e-08	2.111212657236631
chr12	16765000	16770000	chr12	17060000	17065000	3.053030407947162e-05	2.111212657236631
chr12	16765000	16770000	chr12	17305000	17310000	0.09170281162273297	2.111212657236631
chr12	16855000	16860000	chr12	17310000	17315000	0.008194403510528773	2.111212657236631
chr12	16860000	16865000	chr12	17055000	17060000	0.0008367361004252488	2.599207668339954
chr12	16875000	16880000	chr12	16950000	16955000	0.03455013039287498	3.6758347359905126
chr12	16945000	16950000	chr12	17315000	17320000	0.02379785607703555	2.111212657236631
chr12	17040000	17045000	chr12	17320000	17325000	0.07319575861886982	3.2
chr12	17080000	17085000	chr12	17305000	17310000	3.478309141011379e-05	2.111212657236631
chr12	17080000	17085000	chr12	17265000	17270000	0.09618682919915444	2.599207668339954
chr12	17165000	17170000	chr12	17290000	17295000	0.014371226785042794	2.111212657236631
chr12	17415000	17420000	chr12	17595000	17600000	0.008343826201387492	2.111212657236631
chr12	17415000	17420000	chr12	17850000	17855000	0.001979006287434927	2.111212657236631
chr12	17600000	17605000	chr12	17935000	17940000	0.0076488666740020415	2.111212657236631
chr12	17605000	17610000	chr12	17855000	17860000	8.666354966990752e-09	2.111212657236631
chr12	17610000	17615000	chr12	17890000	17895000	0.08844633802021336	2.111212657236631
chr12	17710000	17715000	chr12	17845000	17850000	0.042771932011967925	3.6758347359905126
chr12	25035000	25040000	chr12	26345000	26350000	0.0588288268474667	2.111212657236631
chr12	25080000	25085000	chr12	26340000	26345000	0.00015945645923536627	3.2
chr12	25080000	25085000	chr12	26120000	26125000	0.0012558819836961314	3.2
chr12	25135000	25140000	chr12	26275000	26280000	0.03771471951056461	2.599207668339954
chr12	25135000	25140000	chr12	26340000	26345000	0.00034087506856318576	4.222425314473262
chr12	25140000	25145000	chr12	26465000	26470000	0.03726595283542145	2.111212657236631
chr12	25140000	25145000	chr12	26120000	26125000	2.4352345701084133e-07	2.111212657236631
chr12	25220000	25225000	chr12	26340000	26345000	0.037077684471223435	3.6758347359905126
chr12	25470000	25475000	chr12	26120000	26125000	0.06414072101824975	2.599207668339954
chr12	25910000	25915000	chr12	26275000	26280000	0.016058693380452724	2.111212657236631
chr12	25915000	25920000	chr12	26340000	26345000	0.003113505782073001	3.2
chr12	25915000	25920000	chr12	26120000	26125000	6.255692075442874e-06	2.599207668339954
chr12	26125000	26130000	chr12	26345000	26350000	0.0777873785110677	3.2
chr12	26365000	26370000	chr12	26465000	26470000	0.0018507793441403188	2.111212657236631
chr12	26535000	26540000	chr12	26825000	26830000	0.015226384159609077	2.111212657236631
chr12	26580000	26585000	chr12	27895000	27900000	0.06150585063539947	2.111212657236631
chr12	26580000	26585000	chr12	28300000	28305000	0.03574366903450696	2.111212657236631
chr12	26575000	26580000	chr12	28405000	28410000	0.07262484622139397	3.2
chr12	26580000	26585000	chr12	26825000	26830000	0.0002186405601998393	2.111212657236631
chr12	26580000	26585000	chr12	27365000	27370000	0.0672710610181777	3.2
chr12	26580000	26585000	chr12	27645000	27650000	0.03526407319064017	2.111212657236631
chr12	26580000	26585000	chr12	28480000	28485000	1.0838161666056519e-05	2.111212657236631
chr12	26585000	26590000	chr12	27390000	27395000	0.07262484622139397	2.111212657236631
chr12	26785000	26790000	chr12	28485000	28490000	0.09735479825152557	2.599207668339954
chr12	27130000	27135000	chr12	27190000	27195000	0.00034087506856318576	2.111212657236631
chr12	27125000	27130000	chr12	27385000	27390000	0.0006983719538302353	2.599207668339954
chr12	27120000	27125000	chr12	27470000	27475000	0.02305157331117982	2.111212657236631
chr12	27195000	27200000	chr12	27385000	27390000	0.01816278626330918	2.111212657236631
chr12	27390000	27395000	chr12	27470000	27475000	0.0003266696959974507	2.111212657236631
chr12	27390000	27395000	chr12	27545000	27550000	0.0009955316878896617	2.111212657236631
chr12	27645000	27650000	chr12	28480000	28485000	7.112072590771509e-05	2.599207668339954
chr12	27650000	27655000	chr12	28295000	28300000	0.01246879954521764	2.111212657236631
chr12	27650000	27655000	chr12	28400000	28405000	0.037050684136344006	2.111212657236631
chr12	27895000	27900000	chr12	28485000	28490000	0.08866318498317403	2.599207668339954
chr12	28085000	28090000	chr12	29785000	29790000	0.09717050970475591	2.111212657236631
chr12	28540000	28545000	chr12	29935000	29940000	0.07493226111026396	2.111212657236631
chr12	28540000	28545000	chr12	30190000	30195000	0.02923673470448027	2.111212657236631
chr12	28630000	28635000	chr12	29405000	29410000	0.09465267548461224	2.599207668339954
chr12	28630000	28635000	chr12	29580000	29585000	0.02453063175702716	3.6758347359905126
chr12	28630000	28635000	chr12	29645000	29650000	0.01615109959919201	2.111212657236631
chr12	28630000	28635000	chr12	29935000	29940000	0.0019294694169957223	2.111212657236631
chr12	28630000	28635000	chr12	30090000	30095000	0.006479579993800125	2.111212657236631
chr12	28635000	28640000	chr12	28750000	28755000	0.007861750908987886	2.111212657236631
chr12	28635000	28640000	chr12	28875000	28880000	0.09476019629279264	2.111212657236631
chr12	28635000	28640000	chr12	29025000	29030000	0.004551163967438376	2.111212657236631
chr12	28635000	28640000	chr12	29115000	29120000	0.0518787518412107	2.111212657236631
chr12	28635000	28640000	chr12	29675000	29680000	0.00016782646654886824	2.111212657236631
chr12	28635000	28640000	chr12	29895000	29900000	0.00096379851381828	2.599207668339954
chr12	28640000	28645000	chr12	28940000	28945000	0.08246279705874347	3.6758347359905126
chr12	28640000	28645000	chr12	29340000	29345000	0.07726140967185452	5.571523605095194
chr12	28680000	28685000	chr12	29140000	29145000	0.013750932968103034	2.111212657236631
chr12	28680000	28685000	chr12	29340000	29345000	0.06898099160152098	2.111212657236631
chr12	28680000	28685000	chr12	30160000	30165000	0.07770829137501353	2.111212657236631
chr12	28685000	28690000	chr12	30635000	30640000	0.03685881094155527	2.599207668339954
chr12	28690000	28695000	chr12	28800000	28805000	0.05464306667306452	3.6758347359905126
chr12	28720000	28725000	chr12	29340000	29345000	0.06409859035568147	2.111212657236631
chr12	28745000	28750000	chr12	28875000	28880000	0.060970301134276164	2.111212657236631
chr12	28750000	28755000	chr12	29025000	29030000	0.03876552256347802	2.111212657236631
chr12	28750000	28755000	chr12	29675000	29680000	0.09717050970475591	2.599207668339954
chr12	29115000	29120000	chr12	29675000	29680000	0.0017700481255809905	2.111212657236631
chr12	29115000	29120000	chr12	29175000	29180000	0.015667607047671124	2.111212657236631
chr12	29115000	29120000	chr12	29295000	29300000	0.040073104229208366	2.111212657236631
chr12	29120000	29125000	chr12	29345000	29350000	0.04729861559969783	3.2
chr12	29140000	29145000	chr12	30960000	30965000	0.09931738220674452	2.111212657236631
chr12	29725000	29730000	chr12	29890000	29895000	0.0002049306147087862	2.111212657236631
chr12	29725000	29730000	chr12	29930000	29935000	7.642201337764552e-05	2.111212657236631
chr12	29915000	29920000	chr12	31100000	31105000	0.09325306764198438	2.111212657236631
chr12	29950000	29955000	chr12	31045000	31050000	0.018927574541906057	2.111212657236631
chr12	29965000	29970000	chr12	30080000	30085000	7.416181578420218e-05	3.6758347359905126
chr12	29985000	29990000	chr12	30630000	30635000	0.04260201090432436	2.111212657236631
chr12	29985000	29990000	chr12	31155000	31160000	0.058625260593828346	2.111212657236631
chr12	30100000	30105000	chr12	30935000	30940000	0.0003266696959974507	3.2
chr12	30095000	30100000	chr12	30415000	30420000	1.718427268260214e-08	2.111212657236631
chr12	30095000	30100000	chr12	30595000	30600000	0.0037077571932345884	2.111212657236631
chr12	30095000	30100000	chr12	30625000	30630000	2.103768733293284e-09	2.111212657236631
chr12	30095000	30100000	chr12	31050000	31055000	3.216322772905955e-07	2.111212657236631
chr12	30100000	30105000	chr12	30245000	30250000	0.0027552743779532016	2.111212657236631
chr12	30105000	30110000	chr12	30165000	30170000	0.00025616428352684406	2.599207668339954
chr12	30115000	30120000	chr12	31095000	31100000	0.02020082292918869	2.111212657236631
chr12	30155000	30160000	chr12	31275000	31280000	0.09465267548461224	2.111212657236631
chr12	30170000	30175000	chr12	30625000	30630000	1.0838161666056519e-05	3.2
chr12	30180000	30185000	chr12	30415000	30420000	0.00045285347328933	2.111212657236631
chr12	30195000	30200000	chr12	31450000	31455000	0.07262484622139397	2.111212657236631
chr12	30240000	30245000	chr12	30930000	30935000	0.01615109959919201	2.111212657236631
chr12	30245000	30250000	chr12	30415000	30420000	0.00029869935604687393	2.111212657236631
chr12	30245000	30250000	chr12	30625000	30630000	7.799288509047444e-05	2.111212657236631
chr12	30250000	30255000	chr12	31050000	31055000	0.010017111269124098	2.111212657236631
chr12	30420000	30425000	chr12	30625000	30630000	0.020389545541703857	2.111212657236631
chr12	30495000	30500000	chr12	30625000	30630000	0.028909456600638678	2.111212657236631
chr12	30535000	30540000	chr12	32485000	32490000	0.08032444651314916	2.111212657236631
chr12	30630000	30635000	chr12	32000000	32005000	0.06465358884833289	2.111212657236631
chr12	30635000	30640000	chr12	31320000	31325000	0.09005746817759792	2.111212657236631
chr12	30640000	30645000	chr12	31120000	31125000	0.028345299445952658	2.111212657236631
chr12	30645000	30650000	chr12	30935000	30940000	1.0890096972341705e-09	2.111212657236631
chr12	30645000	30650000	chr12	30990000	30995000	0.027673245087372112	2.111212657236631
chr12	30645000	30650000	chr12	31050000	31055000	1.0890096972341705e-09	2.111212657236631
chr12	30695000	30700000	chr12	32080000	32085000	0.07075432388390492	2.111212657236631
chr12	30940000	30945000	chr12	31050000	31055000	0.07294989926556235	2.111212657236631
chr12	30960000	30965000	chr12	31995000	32000000	0.07075432388390492	2.111212657236631
chr12	30960000	30965000	chr12	32880000	32885000	0.06579517972464137	2.111212657236631
chr12	31095000	31100000	chr12	32400000	32405000	0.05098681272955432	2.111212657236631
chr12	31095000	31100000	chr12	32525000	32530000	0.03790959059622552	2.599207668339954
chr12	31160000	31165000	chr12	32295000	32300000	0.04063432357631826	2.599207668339954
chr12	31165000	31170000	chr12	31520000	31525000	0.0009361339789400828	3.6758347359905126
chr12	31165000	31170000	chr12	31545000	31550000	0.0046135230643619225	2.111212657236631
chr12	31170000	31175000	chr12	31765000	31770000	0.07579104734961616	2.599207668339954
chr12	31170000	31175000	chr12	31980000	31985000	0.0032528068403249524	2.599207668339954
chr12	31170000	31175000	chr12	31315000	31320000	0.05180450455636574	2.111212657236631
chr12	31170000	31175000	chr12	31380000	31385000	0.030205613576816785	2.599207668339954
chr12	31220000	31225000	chr12	31300000	31305000	0.07641708143367279	2.599207668339954
chr12	31270000	31275000	chr12	31995000	32000000	0.023190767932690474	2.111212657236631
chr12	31385000	31390000	chr12	31985000	31990000	0.02575844195776373	3.2
chr12	31390000	31395000	chr12	32880000	32885000	0.021687297416782395	2.111212657236631
chr12	31430000	31435000	chr12	31970000	31975000	0.0563057825667852	2.599207668339954
chr12	31510000	31515000	chr12	32295000	32300000	0.008345107443220288	2.111212657236631
chr12	31510000	31515000	chr12	31975000	31980000	0.0046706017123180794	2.111212657236631
chr12	31550000	31555000	chr12	31985000	31990000	8.460904554752346e-08	3.2
chr12	31540000	31545000	chr12	32880000	32885000	0.015151634393124154	2.599207668339954
chr12	31545000	31550000	chr12	32425000	32430000	0.01397950157749288	2.111212657236631
chr12	31550000	31555000	chr12	31670000	31675000	0.04474368126792328	2.111212657236631
chr12	31555000	31560000	chr12	31770000	31775000	4.386999868566388e-05	2.599207668339954
chr12	31555000	31560000	chr12	32295000	32300000	0.0005254381406234755	2.111212657236631
chr12	31665000	31670000	chr12	31770000	31775000	0.06515201759460912	3.2
chr12	31670000	31675000	chr12	31985000	31990000	0.002153903343406556	3.2
chr12	31675000	31680000	chr12	32875000	32880000	0.0918138726809728	2.599207668339954
chr12	31775000	31780000	chr12	31980000	31985000	0.061091722862935	2.599207668339954
chr12	31880000	31885000	chr12	32870000	32875000	0.0763041602659965	2.111212657236631
chr12	31995000	32000000	chr12	32875000	32880000	0.0005334060855797462	2.599207668339954
chr12	32000000	32005000	chr12	32110000	32115000	0.02930049667693282	2.111212657236631
chr12	32000000	32005000	chr12	33005000	33010000	0.028738084589897548	2.111212657236631
chr12	32010000	32015000	chr12	32425000	32430000	0.03299697541826693	2.599207668339954
chr12	32015000	32020000	chr12	32295000	32300000	2.686372235771728e-10	2.111212657236631
chr12	32015000	32020000	chr12	32335000	32340000	0.0032651893653440345	2.111212657236631
chr12	32015000	32020000	chr12	32945000	32950000	0.0018062329506829111	2.111212657236631
